,Song,Artist,Year,SongID,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,artist_popularity,artist_genres,top_genre,genre_code,top10,top5
185,Don't Wanna Go Home,Jason Derulo,2011,1r3myKmjWoOqRip99CmSj1,0.02,0.671,206080,0.808,0.0,2,0.134,-4.861,0.0652,121.956,4,0.637,88,"dance pop,pop,pop rap,post-teen pop",pop,36,0,0
186,Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,2011,3djPwpsQAnp8B8gC81e7fk,0.0306,0.664,210093,0.872,0.0,3,0.228,-3.117,0.0396,129.873,4,0.555,91,"big room,dance pop,edm,pop,pop dance",pop,36,0,0
187,She Ain't You,Chris Brown,2011,7q7YfXDqbqteY6BZFZr577,0.0421,0.631,248107,0.702,0.0,2,0.1,-6.569,0.135,91.038,4,0.573,91,"dance pop,pop,pop rap,r&b,rap",pop,36,0,0
188,Take A Back Road,Rodney Atkins,2011,6AgeVPT9rhr5GxCLdKPFzj,0.169,0.579,209427,0.859,0.0,3,0.0917,-3.933,0.0605,169.942,4,0.915,68,"contemporary country,country,country road,modern country rock",contemporary country,12,0,0
189,Please Don't Go,Mike Posner,2011,3wkKkFAtYSTRwqOydW6T0I,0.00236,0.698,196813,0.879,0.119,4,0.129,-3.928,0.0306,120.018,4,0.645,78,"dance pop,pop,pop rap",pop,36,0,0
190,Sure Thing,Miguel,2011,0JXXNGljqupsJaZsgSbMZV,0.0267,0.684,195373,0.607,0.000307,11,0.191,-8.127,0.1,81.001,4,0.498,82,"dance pop,pop,r&b,urban contemporary",pop,36,0,0
191,Price Tag,Jessie J Featuring B.o.B,2011,6ezyEFqZDgQUvxpaDv4jKO,0.0287,0.641,222533,0.836,4.05e-06,5,0.152,-3.952,0.196,174.968,4,0.694,77,"dance pop,pop,pop rap,post-teen pop",pop,36,0,0
192,God Gave Me You,Blake Shelton,2011,0w9LJae3sVlZlH2CnxTInF,0.00481,0.483,229533,0.844,7.29e-05,2,0.405,-5.043,0.0314,151.977,4,0.543,77,"contemporary country,country,country road,oklahoma country",contemporary country,12,0,0
193,She Will,Lil Wayne Featuring Drake,2011,1WH1mGKDXbvV3EApLMOaXn,0.000123,0.418,305840,0.822,0.0,8,0.266,-5.06,0.0545,98.936,5,0.108,90,"hip hop,new orleans rap,pop rap,rap,trap",pop rap,38,0,0
194,Are You Gonna Kiss Me Or Not,Thompson Square,2011,6xtXdS8ALTfK0g9hOG1PSX,0.039,0.485,184920,0.701,0.0,8,0.0977,-3.807,0.0288,151.948,4,0.613,54,"contemporary country,country,country dawn,country road,modern country rock",contemporary country,12,0,0
195,Animal,Neon Trees,2011,1fBl642IhJOE5U319Gy2Go,0.000346,0.482,212293,0.833,0.0,5,0.365,-5.611,0.0449,148.039,4,0.74,73,"modern alternative rock,modern rock,neo mellow,pop,pop rock,post-teen pop,rock",pop,36,0,0
196,You And Tequila,Kenny Chesney Featuring Grace Potter,2011,1t2hJFgJyUPD2crOafMUEk,0.437,0.691,242840,0.454,0.00227,6,0.0783,-9.13,0.0256,135.839,4,0.35,78,"contemporary country,country,country road",contemporary country,12,0,0
197,Colder Weather,Zac Brown Band,2011,0tDElYeVQUlbGdTHf7S0bK,0.458,0.667,273893,0.381,0.0,3,0.116,-7.494,0.0294,135.979,4,0.199,77,"contemporary country,country,country road,modern country rock",contemporary country,12,0,0
198,My Last,Big Sean Featuring Chris Brown,2011,6Uj0DygqlzJqduyny4lMA6,0.106,0.365,255160,0.792,0.0,8,0.191,-5.479,0.217,80.09,4,0.361,86,"detroit hip hop,hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
199,Somebody That I Used To Know,Gotye Featuring Kimbra,2012,4wCmqSrbyCgxEXROQE6vtV,0.591,0.864,244973,0.495,0.000133,0,0.0992,-7.036,0.037,129.062,4,0.72,74,australian pop,australian pop,2,0,0
200,Call Me Maybe,Carly Rae Jepsen,2012,20I6sIOMTCkB6w7ryavxtO,0.0114,0.783,193400,0.58,2.28e-06,7,0.108,-6.548,0.0408,120.021,4,0.66,76,"canadian pop,dance pop,electropop,indie poptimism,pop,post-teen pop",pop,36,1,1
201,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,0.02,0.378,250627,0.638,7.66e-05,10,0.0849,-5.576,0.075,184.086,4,0.735,72,"baroque pop,metropopolis,modern rock,pop,pop rock",pop,36,1,1
202,Payphone,Maroon 5 Featuring Wiz Khalifa,2012,1LmN9SSHISbtp9LoaR5ZVJ,0.0136,0.739,231387,0.756,0.0,4,0.37,-4.828,0.0394,110.028,4,0.523,91,"pop,pop rock",pop,36,1,1
203,Lights,Ellie Goulding,2012,7gUpO6td4OOnu0Lf9vhcIV,0.0283,0.683,211800,0.789,0.0492,8,0.112,-6.132,0.0353,120.013,4,0.809,83,"dance pop,edm,electropop,indietronica,metropopolis,pop,post-teen pop,uk pop",pop,36,1,1
204,Glad You Came,The Wanted,2012,0dw7G0QDuW7UwyL0boHKMU,0.056,0.61,198187,0.841,9.85e-06,7,0.118,-4.579,0.0692,126.889,4,0.431,70,"boy band,dance pop,pop,pop rock,post-teen pop",pop,36,1,1
205,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,2GcSQZ1TmuRvqp3r4fWOZO,0.046,0.562,221947,0.939,0.0,0,0.112,-4.282,0.0475,116.044,4,0.684,78,"dance pop,neo mellow,pop,pop rock,post-teen pop,talent show,urban contemporary",pop,36,1,0
206,We Found Love,Rihanna Featuring Calvin Harris,2012,6qn9YLKt13AGvpq9jfO8py,0.025,0.734,215227,0.766,0.00138,1,0.108,-4.485,0.0383,127.986,4,0.6,92,"barbadian pop,dance pop,pop,post-teen pop,urban contemporary",pop,36,1,0
207,Starships,Nicki Minaj,2012,1oHNvJVbFkexQc0BpQp7Y4,0.135,0.747,210627,0.716,0.0,11,0.251,-2.457,0.075,125.008,4,0.751,91,"dance pop,hip pop,pop,pop rap,post-teen pop,queens hip hop",pop,36,1,0
208,What Makes You Beautiful,One Direction,2012,3SPDQfj2UfWq6A2NllZnzn,0.00761,0.729,198053,0.771,0.0,4,0.087,-2.451,0.0725,125.011,4,0.873,91,"boy band,pop,post-teen pop,talent show",pop,36,1,0
209,Wild Ones,Flo Rida Featuring Sia,2012,1NpW5kyvO4XrNJ3rnfcNy3,0.0991,0.608,232947,0.86,0.0,5,0.262,-5.324,0.0554,127.075,4,0.437,83,"dance pop,miami hip hop,pop,pop rap",pop,36,1,0
210,Set Fire To The Rain,Adele,2012,3CKCZ9pfwAfoMZlMncA1Nc,0.00382,0.61,241693,0.683,1.79e-06,2,0.125,-3.879,0.0253,108.003,4,0.466,85,"british soul,pop,pop soul,uk pop",pop,36,1,0
211,Sexy And I Know It,LMFAO,2012,70Vdd1gx5tn84jkAU31ASv,0.1,0.707,199480,0.861,0.0,7,0.191,-4.225,0.316,130.021,4,0.795,72,"dance pop,edm,pop rap",dance pop,15,0,0
212,Some Nights,fun.,2012,6t6oULCRS6hnI7rm0h5gwl,0.0178,0.672,277040,0.738,6.75e-05,0,0.0927,-7.045,0.0506,107.938,4,0.392,72,"baroque pop,metropopolis,modern rock,pop,pop rock",pop,36,0,0
213,Wide Awake,Katy Perry,2012,1rUQmXEy41tXwHIKFECNTa,0.0843,0.511,220933,0.681,6.73e-06,5,0.503,-5.103,0.0359,160.035,4,0.555,88,"dance pop,pop,post-teen pop",pop,36,0,0
214,Good Feeling,Flo Rida,2012,2LEF1A8DOZ9wRYikWgVlZ8,0.0588,0.706,248133,0.89,0.00286,1,0.306,-4.444,0.0688,128.011,4,0.684,83,"dance pop,miami hip hop,pop,pop rap",pop,36,0,0
215,Whistle,Flo Rida,2012,3bC1ahPIYt1btJzSSEyyrF,0.0208,0.747,224653,0.937,0.0,0,0.29,-5.746,0.0453,103.976,4,0.739,83,"dance pop,miami hip hop,pop,pop rap",pop,36,0,0
216,One More Night,Maroon 5,2012,423oRmTgCWl8nF9Oac1fvA,0.0444,0.718,219467,0.82,0.0,5,0.0846,-3.453,0.0323,92.998,4,0.613,91,"pop,pop rock",pop,36,0,0
217,Drive By,Train,2012,0KAiuUOrLTIkzkpfpn9jb9,0.00107,0.765,195973,0.837,1.06e-05,1,0.0801,-3.113,0.032,122.028,4,0.721,78,"dance pop,neo mellow,pop,pop rock,post-teen pop",pop,36,0,0
218,The Motto,Drake Featuring Lil Wayne,2012,2Sjm7A6JATOrnlybKFX4Vb,0.000107,0.766,181573,0.442,6.12e-05,1,0.111,-8.558,0.356,201.8,4,0.39,99,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",pop rap,38,0,0
219,Where Have You Been,Rihanna,2012,5WQQIDU3HRaMyPkob8mpFb,0.00201,0.719,242680,0.847,0.0204,0,0.221,-6.34,0.0916,127.963,4,0.444,92,"barbadian pop,dance pop,pop,post-teen pop,urban contemporary",pop,36,0,0
220,Everybody Talks,Neon Trees,2012,6MdPvaZn1TGIEhpWc8EdOH,0.00301,0.471,177280,0.924,0.0,8,0.313,-3.906,0.0586,154.961,4,0.725,73,"modern alternative rock,modern rock,neo mellow,pop,pop rock,post-teen pop,rock",pop,36,0,0
221,Take Care,Drake Featuring Rihanna,2012,3ccS39OjqAXc6rRQkrylxh,0.0267,0.629,277386,0.515,1.22e-05,0,0.0888,-10.358,0.265,121.845,4,0.299,99,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",pop rap,38,0,0
222,Titanium,David Guetta Featuring Sia,2012,77TT8Xvx637TpzV8kKGkUw,0.0678,0.604,245040,0.788,0.153,0,0.127,-3.673,0.103,126.06,4,0.301,91,"big room,dance pop,edm,pop,pop dance",pop,36,0,0
223,I Won't Give Up,Jason Mraz,2012,5ivF4eQBqJiVL5IAE9jRyl,0.694,0.585,240166,0.303,0.0,4,0.115,-10.058,0.0398,136.703,3,0.142,79,"acoustic pop,neo mellow,pop,pop rock",pop,36,0,0
224,It Will Rain,Bruno Mars,2012,4rMNgxEwGWoPHIUcvB5BrB,0.359,0.574,257848,0.824,0.0,2,0.0816,-6.885,0.0463,149.981,4,0.434,94,"dance pop,pop",pop,36,0,0
225,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",2012,4qikXelSRKvoCqFcHLB2H2,0.0685,0.563,329320,0.496,5.8e-05,6,0.173,-9.381,0.406,139.993,4,0.426,93,"chicago rap,rap",rap,42,0,0
